;zmean;zsd;zskew;zkurt;zentropy;itot;imean;isd;iskew;ikurt;ipcumzq10;ipcumzq30;ipcumzq50;ipcumzq70;ipcumzq90;dtm;aspect;slope
98610;0.575598623077435;0.290132418265603;0.299499897639751;0.0087926049679964;0.806239905926576;0.0125965892423649;0.056722798569551;0.0311847422029624;0.160075680771787;0.0136732264343247;0.348425187081986;0.352235375868393;0.363701048415828;0.435927584459489;0.444520116569752;0.176795662575759;0.498567189422823;0.569152522619355
63025;0.0349154677449116;0.0282805178193015;0.326774731489078;0.0073753531316356;0.471945621728422;0.0164398030264201;0.19296060241386;0.0440614335224634;0.0144091126414151;0.0173804893132096;0.302682540127321;0.390027491539247;0.413567838114198;0.46746688922287;0.639709810891916;0.0122563341354147;0.493321972819757;0.276611260797039
396818;0.296024698025038;0.269470010906469;0.299464121350675;0.0089405105455204;0.894890332952811;0.0670004890954524;0.114508756025561;0.0873188676132136;0.244755155047059;0.0368080229524801;0.338317272823628;0.241847127867785;0.236074822820835;0.329778593661464;0.49736060029287;0.91988589404372;0.516266318756421;0.700239086008777
61131;0.0681554455557969;0.0667769576944338;0.319151574014213;0.0096359767467321;0.725148214530733;0.0378486893146208;0.148256416323075;0.0886341081968322;0.195231465794558;0.0290076258388723;0.452164665003073;0.548123253078784;0.628272004565225;0.669856078882662;0.794855376040615;0.0832401914240272;0.584217952422717;0.509457859282889
147298;0.459660561469721;0.48752984693492;0.303087518046453;0.0080899596068975;0.941658013515312;0.0957974715888751;0.0560431597755165;0.0396214422151639;0.200468180421169;0.0232871333647723;0.204794810175582;0.254793407562246;0.324444032260239;0.340815304217369;0.425503588701207;0.292487591949101;0.526222758340474;0.254618755126097
214908;0.341254229087754;0.184873012209485;0.276771065265722;0.0213811202335679;0.775189663551335;0.0387548437857871;0.186128069918089;0.129998659899712;0.215439123700621;0.0382393584671803;0.603556906894502;0.644519283113217;0.605228931461565;0.603096931216524;0.733353525806144;0.494867981656359;0.58157633282375;0.196071100530451
134849;0.489795875463068;0.209950848722219;0.214284534944586;0.058937572588737;0.698770762665025;0.015977942112635;0.0891753615420967;0.0416872518153821;0.140442713975392;0.0137317632578682;0.129490955693331;0.245290990632134;0.311318788070363;0.321585751789641;0.429442203418761;0.311460345418173;0.338933187397871;0.427816831566902
92595;0.0445991947457479;0.0643700530254929;0.331801629273851;0.0079668783367573;0.740958088941541;0.0086703670078085;0.137413830090215;0.059930918325324;0.141392810148351;0.0167296999147994;0.381921801718406;0.466107205808727;0.544604025585835;0.663792382054408;0.762911233929499;0.0962493728987533;0.281503574600376;0.308009106539853
255976;0.526871270940122;0.328342766252559;0.313273279810633;0.012316756673202;0.858012489475;0.0630894882381863;0.106190728305107;0.0842465146053376;0.324815397431506;0.0990457616927994;0.322171528067092;0.359846507839906;0.332909563451083;0.411844696750068;0.545925510051848;0.635466399865132;0.329903195449023;0.455176918348721
282379;0.0205648728112207;0.0260062965198696;0.361041718532672;0.0145967829063083;0.417830042053343;0.0260198279427964;0.186631563232976;0.0748918940570595;0.105516219906502;0.013282042412585;0.284546254826212;0.407468105034679;0.527827130237665;0.532416045377483;0.647865561824485;0.705946477392275;0.94031823556998;0.513063220546387
277162;0.701124209209347;0.409379899389006;0.254088433498867;0.0241420586063883;0.81978463464614;0.0306338364292212;0.0603886916771526;0.0419639954678284;0.196073030856558;0.0227039238123518;0.354525047860031;0.376064049325949;0.413890458454902;0.436282907980822;0.573823112725901;0.484901272359274;0.723146360942782;0.348319018221595
211760;0.462496515959671;0.176223718244581;0.306572646621587;0.0155574320196385;0.705508709040381;0.0135146459649813;0.0141456793287589;0.0112299381412942;0.266801110197346;0.0595740992930951;0.289419633921124;0.418799853511951;0.430794940622953;0.410172763560291;0.639390727310036;0.331949968060662;0.763734166358955;0.376612007949646
254747;0.39030346990396;0.310268011979786;0.270129985862308;0.0123294456321837;0.789656623932773;0.024246624696724;0.0533436160551867;0.0458871192193314;0.264442771134244;0.0442817272776056;0.0814253817381089;0.205705458780232;0.184170643137926;0.219216790014916;0.477572602939531;0.491380930162381;0.471694607363502;0.525640731421466
161510;0.11538058393406;0.11226219585691;0.281322888999102;0.0108886577232866;0.755969602928561;0.0119052937080865;0.0488032491522815;0.039701194236479;0.274997031985536;0.0707782497103844;0.410472557402302;0.551390323357769;0.471784238805684;0.54846266555059;0.742088121203544;0.290535724742932;0.746867222081933;0.417694165523582
33125;0.135352920863055;0.0979972557560158;0.339439261341989;0.0023296282311538;0.72574993439053;0.0110800935926052;0.10006549347191;0.0599681019635174;0.18024838928976;0.0229509842626476;0.569496868994268;0.702695764113622;0.74139005626521;0.75798177735836;0.941894166277331;0.0723329940660822;0.313998883480197;0.446907662542549
87956;0.350158597781702;0.214765748289535;0.258615660822405;0.0278845853284662;0.800834629325323;0.0220107617644641;0.0906913111105184;0.0411073581776447;0.122545556374026;0.0100083373022692;0.23462378324451;0.353396250298432;0.40448111962477;0.37685178351193;0.450165487102754;0.0941515718787516;0.58421146527711;0.062515962461836
339444;0.0140203101616041;0.0362853461367133;0.342944009495879;0.0043393210930945;0.63017426939848;0.0201855076792022;0.183707397514375;0.0933804963592848;0.11643858822266;0.0064758125528214;0.300898706298533;0.431704462509108;0.471020811009824;0.466788446248888;0.674992016136691;0.914092965193513;0.666999673069061;0.698380652565344
144782;0.344782462069476;0.218942275979735;0.32143932934789;0.0107335754361662;0.825629720570792;0.0271657003010162;0.0302796004903266;0.0210876556034223;0.269150520244882;0.0552647143707094;0.31322471017;0.43172460798831;0.417801967063436;0.481258671595492;0.642423916137692;0.292648658299007;0.721655043481289;0.31022289579404
117262;0.666276614405078;0.391806379019389;0.188474019546153;0.0578710686155766;0.7536726830974;0.0557883436931109;0.0924099684562048;0.074897802278505;0.229615708829602;0.0301147620669105;0.116449732569063;0.198144555183977;0.228081280367614;0.372497671993883;0.467686257411501;0.197533642507838;0.347709905003265;0.463860855774919
17237;0.0330472296732575;0.0440390296934331;0.313859256702503;0.0092895298194762;0.65214959572377;0.0065223962781404;0.141675992965351;0.0942463148970361;0.248219605086716;0.0461575059830725;0.388189182981051;0.512923050535981;0.500795105189722;0.627100860999886;0.818022231189569;0.369679328824929;0.555702053179133;0.578005347716338
318625;0.0133719592226967;0.0206956453675767;0.30860516217723;0.0078962284940766;0.418084782226052;0.0012084137165829;0.0437333457438279;0.064795993300774;0.618482171346416;0.408143933039977;0.335039796716487;0.532519858761396;0.478421092920248;0.401046530846579;0.89189170063589;0.635170454035792;0.389732603508778;0.477317604071206
29584;0.0602462652303639;0.221058068893965;0.775740374288552;0.399451181970241;0.470327422094659;0.0054403581592001;0.171715086480811;0.104426250346667;0.20350944913188;0.0264471411644261;0.505758742543942;0.370228574947595;0.560677116747153;0.693742330496263;0.824885007962216;0.239021460293372;0.577778926499446;0.387311076081087
232596;0.0381282432318015;0.0265734956677867;0.298503157117747;0.0111436736207467;0.434593798277236;0.0033460280942242;0.0473237898886558;0.0314716276857809;0.246598436832565;0.0411649270849707;0.34499170392874;0.418537511702672;0.544655797219391;0.590300592259986;0.901346483579358;0.452632926684763;0.847368218360993;0.509194296673873
163460;0.64688512189734;0.32805132396252;0.288539586202405;0.0140102568239804;0.814951401412767;0.0697235546651035;0.0947902133068975;0.0624739130665318;0.171537452315077;0.0181272655470968;0.228892087932602;0.321195985966961;0.322245028817847;0.366557249298248;0.496402761692223;0.382488888454692;0.433526666640538;0.197493682196551
122877;0.426914543085579;0.314689432582098;0.306960794261544;0.0120578016100946;0.875018990733435;0.0525952609493525;0.0232399985266835;0.0238576866920123;0.369341171833834;0.116625012506076;0.223630021135071;0.371918980496505;0.469986976834697;0.53321797201902;0.679511831761848;0.141181600610347;0.47359989730449;0.256055858648088
157141;0.278608224899416;0.304280172040708;0.243435991219409;0.020839165546645;0.773049979550944;0.0111217646713841;0.0866018748451092;0.0490091850524026;0.188142167379092;0.0259337285046598;0.299114207576374;0.402574603292837;0.618378931375902;0.720475456330941;0.823339155885976;0.383615176255168;0.65020411209711;0.260497822278687
384018;0.0525963058091215;0.0474093819798972;0.28295937725618;0.0130935579698815;0.601352739280862;0.0022101775351416;0.0261826967411424;0.0147776817153502;0.206259847750065;0.0227871571309129;0.28972721474;0.303893209538292;0.352002839134456;0.405072971187573;0.577902373354438;0.790726572773656;0.721463729968375;0.392515445383429
15290;0.0383066890408407;0.055455891435227;0.353237105079664;0.0110502531070475;0.688797692517534;0.0194794781177444;0.221123262345705;0.110952431968195;0.0948492056434175;0.0086915015606724;0.395675494205287;0.588364638145406;0.671482141275;0.654962780327072;0.699274905685971;0.146581802425836;0.187812107275325;0.289627116537248
192602;0.204430230908254;0.113562329351888;0.335277499875645;0.0095586688635577;0.72521235195371;0.0135097635950166;0.0935259302583425;0.100247031138201;0.351672882727507;0.0808717794034606;0.178820549566264;0.574755923072252;0.715468942218411;0.753282271160955;0.855252976652361;0.510070103917191;0.296230254738891;0.180062898800671
424998;0.0197736516563616;0.0433925929919262;0.34370706052871;0.0043848529124738;0.640397695284186;0.0183442606683422;0.0926904608000042;0.0596564636220348;0.170146501267596;0.0122858864845085;0.225033057040549;0.269012532169938;0.281543503082993;0.404489679963698;0.473982330935241;0.846280563389339;0.473979494509272;0.517143943770102
120040;0.229271053497777;0.151200868488836;0.26889332738991;0.0190258666011471;0.757632655864238;0.0103554845703268;0.0938679610991483;0.0511865884121299;0.181096419265756;0.0203469480575136;0.308819255636719;0.493462090972095;0.477772936775067;0.465029814685592;0.600038539616516;0.274024175768998;0.225498921067782;0.408150568408388
97861;0.656335603611298;0.340833963930505;0.301339874643611;0.0080333180287715;0.820891419527666;0.0338210415672728;0.101039266018898;0.0538705142627142;0.192867203728747;0.0291956829183932;0.303236992496671;0.334302204525352;0.430475409385895;0.481554995076298;0.610973926976544;0.150795171619002;0.551876109520359;0.514154239252804
342725;0.0247681219618839;0.0464871675545256;0.343643045443075;0.0067316613154536;0.624403959162579;0.0100403793331355;0.070409290951838;0.0616810564918044;0.35317644192769;0.0916435874938837;0.32798382419125;0.422417228923457;0.453792132523059;0.574431467572509;0.761626345944322;0.767966191229539;0.757045450608826;0.601750081820877
407857;0.0186146046097674;0.0174137100744899;0.290966573708847;0.012943564032384;0.326147291712336;0.0037809695057869;0.107867422393712;0.0536390093041849;0.105493862047024;0.0016550246013161;0.182327442029325;0.382511761176952;0.310737534417731;0.297000857943434;0.590914053509378;0.779711692869273;0.447548883841167;0.406661758777154
121718;0.325797186803188;0.312972143724069;0.292764269102798;0.0122822329191176;0.891180542297736;0.0343791906276866;0.0239183798500559;0.0248428643397595;0.337518001837528;0.0917229891861434;0.265384277462219;0.381211704465653;0.430666572421033;0.431099263164754;0.587831813228878;0.170484218731448;0.498128505697451;0.320585383590112
335618;0.334291078925339;0.226692984814153;0.279947522112871;0.0151624695619709;0.820420226323861;0.0242504551064081;0.104801657822066;0.117783232309836;0.336576352480047;0.0798497665705132;0.298564582708234;0.289724960910833;0.320766219837101;0.376653425344426;0.634548185101226;0.65010996862404;0.0480437332086674;0.936608305709936
320839;0.0126956640289503;0.0290154876626706;0.328753256388388;0.004969568357811;0.524964189444023;0.006474551732687;0.0839247376624231;0.0447749844465675;0.189818494940904;0.0319268140588083;0.520084249750741;0.650873062768439;0.656873571487515;0.638673828967459;0.729593434419002;0.759292669509202;0.195314214346136;0.420235510669275
427677;0.0203605171718354;0.0225731592856905;0.33064155545004;0.0094662803864671;0.476183547315733;0.0030242607116153;0.147313619755999;0.0867072127038837;0.18316149991042;0.0161717960384048;0.273363939135087;0.367030393452215;0.340203014473122;0.595572835026494;0.613017671935736;0.86791915062011;0.874731335425043;0.497350022464012
81395;0.0488503547208421;0.0343606911623032;0.358813768643722;0.0088290716472885;0.544339484415956;0.0072431077918632;0.140542920959128;0.0605041812325215;0.116810508625918;0.0084613870706602;0.429640267585767;0.703408732348693;0.711024010824061;0.670471753495869;0.828496990667735;0.0230288871483357;0.0417334624859007;0.287058556895882
49253;0.15510692859427;0.08676552369284;0.268507641318362;0.0275762226836653;0.6956827565415;0.0127980768626473;0.100646698243931;0.0646158996566236;0.19634545497101;0.0216878885208521;0.275599625972119;0.323027194810511;0.340460556598977;0.422848367526183;0.655583973242932;0.130984663730959;0.448570105976455;0.309679405653523
308141;0.0301038181736249;0.0315753044939424;0.293109395317078;0.0107902680645262;0.608124594118095;0.0014291145506095;0.0412578439819153;0.0214152613206139;0.183355941699241;0.0189943275513925;0.168217286535057;0.140274146046565;0.262220532514289;0.332432095135598;0.552863811757346;0.447550945668276;0.779108379562426;0.306371033042636
335735;0.127171331207729;0.0711275936023293;0.301910604813986;0.0104024184263596;0.677567394939892;0.0071669075616037;0.0995214306514338;0.127156632822546;0.367282021062696;0.0877547799126233;0.15890597893878;0.182644424717615;0.364777951862639;0.445309842071378;0.83921833288805;0.655422909685597;0.596660717176421;0.726163145001149
187020;0.0250689207353067;0.0406248114113266;0.323716858150796;0.0067758242988187;0.630817007054235;0.0033283127543418;0.103882047921413;0.0647870910958095;0.167082163122525;0.0168282673164121;0.277955744214764;0.396747195365309;0.483788361117803;0.475946447649751;0.588241955490353;0.326949538199767;0.690279045977448;0.457656832935351
69837;0.0845717240331189;0.0237793274717616;0.335805323141533;0.0038395524711084;0.372398124977539;0.003656921041951;0.175054072807168;0.0496200712186255;0.0918961353729726;0.0091037519855149;0.299672108406772;0.467323261521935;0.481182471571652;0.570433718946689;0.509262398004631;0.0252865336273408;0.725347118330642;0.12998072469698
91099;0.567257468862647;0.382982334414954;0.281103951932032;0.0167895315417754;0.866942115293331;0.0183588708317536;0.0546767940744756;0.0341636707503655;0.19844849910427;0.0254373446931742;0.0898306756618887;0.172433221453708;0.239829155952232;0.24359070571435;0.471558265891857;0.101333816956078;0.791982618319236;0.444773320361934
108468;0.47643775890834;0.404468785094194;0.316114357491666;0.005130727276052;0.882991223100909;0.0072707269263118;0.0217563638212574;0.0292970056341107;0.325213952990173;0.0734901961807867;0.117709379382846;0.201011067879207;0.268414776854681;0.29617155374694;0.545989484132966;0.161050561771846;0.46772384593497;0.440219603591782
145814;0.381019535454758;0.490799958806523;0.302468474096687;0.0063633576230482;0.97268447280742;0.0396817901993901;0.0224071582750519;0.013385812023305;0.236650596095014;0.0464919460253812;0.518441454844189;0.57050948355352;0.563037455201871;0.566676002334584;0.669969941478933;0.191706826866493;0.664113532088918;0.264631948546416
225345;0.627794883957512;0.544931607930531;0.286890018811898;0.0136284502633121;0.93091483291639;0.119467319861019;0.0593641265902262;0.0508995184856707;0.325284469216146;0.0951583275261193;0.246133220405026;0.362831498546955;0.381731293657948;0.452348072567583;0.556698747887936;0.497655842676521;0.404216416427606;0.516665454857429
54310;0.297083373492528;0.235324621259132;0.267592976665228;0.0179173215345022;0.819229655560293;0.0540987023789662;0.11567425998961;0.0702430106070727;0.176319407531806;0.0201958408652882;0.252456100183175;0.311361588499972;0.315160650853352;0.426003580902275;0.545895624736896;0.151959626875166;0.506156444350855;0.530263035089275
376199;0.0084489563985193;0.0256418297171138;0.352428283960377;0.0059943559309979;0.480748108142601;0.0037321518946384;0.0868011403916511;0.0427259245398558;0.147688884776464;0.0132954811828575;0.311896403487083;0.503428164335086;0.554625848313643;0.525515486503863;0.821810119449915;0.823894333190428;0.43887580892558;0.694487767423931
97090;0.235937232724172;0.13524344889696;0.320068973826455;0.0094155615515947;0.754413378217711;0.0033364250450643;0.04516938010086;0.0171622205118104;0.115684131800216;0.0067853872244871;0.412215811355548;0.492883189337575;0.628511455489799;0.685183034127757;0.819452544419745;0.134692912979528;0.196702248603409;0.503223282693686
124582;0.202995290350805;0.128113691166789;0.293384180457576;0.0155336174726905;0.766261534132661;0.0081685682175526;0.0547208714412049;0.040139454991821;0.212787018257427;0.0236029683035983;0.540339946284693;0.599657188931212;0.611314625353424;0.635830935514151;0.663161261251626;0.243742928970259;0.561321621175306;0.226646970753929
15520;0.35126003930483;0.387952668821459;0.300938885758986;0.0090098718146878;0.953503274531134;0.0475405196462059;0.0611962067238606;0.0450910473654211;0.267258950971396;0.0603855844358131;0.330955389406769;0.35116240857249;0.312434980892962;0.307550011410566;0.467163563322607;0.372609844914464;0.52827726130285;0.620213256288479
201384;0.143866001252264;0.126267224028902;0.327846106980411;0.0113562646607903;0.809000156055633;0.008430599151396;0.0153200300278851;0.0097689775414515;0.226342192485194;0.0290887901019116;0.362422480977626;0.374281383830423;0.402818522538106;0.441060508165073;0.596642304702326;0.53241585466716;0.477870726938322;0.223588550190457
99166;0.0732545142590771;0.0732063255316676;0.291030105733947;0.0082180084625674;0.707668459036349;0.0045802410401216;0.0292058685742417;0.0264081366717559;0.270206628271875;0.04734000214932;0.39194908421571;0.591077724898289;0.63416647535403;0.671854503717843;0.896694359491591;0.0350919255185789;0.624853366941701;0.205996096028346
395728;0.0164786019159327;0.0468961034981852;0.357144800137055;0.0066551885045166;0.633641923000541;0.0999418960127186;0.223509933490696;0.253310431248628;0.367035577933775;0.0903743530988118;0.277803974958273;0.320851197808413;0.356807063081999;0.391084927814319;0.655573069323187;0.903886003855147;0.617860245831818;0.506514592692371
338908;0.0054766617278803;0.0151058940200372;0.321186057566593;0.0116184582582622;0.519048830729113;0.010705156538867;0.0988353901660749;0.027588872386104;0.0625417097498124;0.0187560321697649;0.293701900305063;0.324632936285685;0.527088535945592;0.469262190802544;0.680934860218918;0.75518843510945;0.459936987410734;0.487807792685332
4073;0.321520831661607;0.229528475476293;0.274417597120111;0.0194732862683559;0.84273735200074;0.0215281015304019;0.0360697063042786;0.0297497282221962;0.342235383945973;0.12219576115162;0.328313337124981;0.338232812906129;0.29791528574387;0.257713232185203;0.378739303320148;0.245812816992689;0.588167252727207;0.388861978023656
14031;0.300927869444917;0.197216424626079;0.245751224414042;0.0283252195344865;0.75800631186828;0.0286395305443377;0.0481828643659866;0.0458258947473042;0.259915395437166;0.041490362205998;0.16641838295466;0.252842236754973;0.359184125566332;0.54595931923055;0.728608837853096;0.184825121392317;0.526828148213391;0.44103310522067
102798;0.0510374178826912;0.029158948239255;0.248597429919979;0.0453206738402821;0.538247571697879;0.0048428038329043;0.164870161744647;0.103255994408442;0.154173184946431;0.010624558848589;0.207405059554224;0.488952702977145;0.51214771254424;0.358838360525597;0.663977690732071;0.140745546324036;0.0545882633100638;0.54091400696952
178730;0.0534602914107983;0.059551256860667;0.306932088313426;0.0093082408488425;0.713526339592913;0.004043572449766;0.0693567955773679;0.0334409022809391;0.122993208525389;0.0089009135206123;0.324382610822438;0.381692993841518;0.447176076469503;0.400891474258657;0.654721031497004;0.473004458119087;0.526804167243318;0.231729640533781
2646;0.644413543841782;0.542116199552816;0.234292139652845;0.0269717041511468;0.810265601927313;0.0326017700112527;0.078089724187559;0.0713088997145527;0.363332257143876;0.131135978032716;0.441681235548363;0.351431188518241;0.253584197829999;0.259800508576736;0.577703088656494;0.372166348590344;0.637191867933138;0.277002545896581
34226;0.531532723919871;0.655202999529208;0.282853649966079;0.0079353598616896;0.920543347123652;0.0404878356874672;0.0575595500024907;0.0610827995571369;0.331300698304129;0.0900208888248001;0.680232263583092;0.700806875622421;0.634019770615454;0.601077303347776;0.685522246855515;0.0929994389449121;0.458988590299361;0.459426073655179
254376;0.263726623995714;0.134608827338535;0.264529271493679;0.0247729877537422;0.706139130720714;0.0148068050178749;0.0468023261444508;0.0350404239589289;0.233491478405838;0.0328571050977161;0.163698694284086;0.261509914135735;0.346340766153845;0.40294897676431;0.540786776571361;0.453648940886638;0.634273584993171;0.615825197857459
73407;0.0666368088945282;0.0498115347871179;0.323207529628988;0.0095318465626359;0.611470695744925;0.0188671027023659;0.137487341928029;0.051087352008625;0.0897490501393142;0.0167857832564248;0.275345659667255;0.336408652245851;0.432823199865108;0.500856688882385;0.668979928808404;0.0208073838838454;0.399028456107564;0.410763471015764
381881;0.0927245668322824;0.0905291240115954;0.296423044983608;0.0120347769665615;0.798119874969338;0.0166462198500262;0.0842178440514617;0.0714395456970331;0.265958465845895;0.0417289753391172;0.11244018302421;0.117447647110907;0.1154108578821;0.246551100611289;0.35688616571562;0.941973261510336;0.442874093455236;0.509043256993876
200178;0.144302911858836;0.132974185907671;0.346239925083626;0.003158719727196;0.821137580069422;0.007637678392832;0.0572577421957883;0.0470130164162462;0.340501429989232;0.106993924226406;0.612569143139332;0.751051633887786;0.714824982095676;0.695381176153446;0.664593828335121;0.5290033723774;0.883271678780741;0.346733392210988
26169;0.151960690112822;0.154702135108284;0.307383124824853;0.0057297057353423;0.836693071756227;0.0500825973044043;0.134993699458748;0.101886022010334;0.262088547146159;0.0412140243610518;0.196959407823954;0.320368112262402;0.293074600710627;0.218394428983733;0.447214284074608;0.34731239099345;0.557065631136654;0.358295236319585
366854;0.311869069065189;0.244338058879673;0.263502460658191;0.0194929945340849;0.834003947505186;0.038453009496886;0.0491300703458207;0.0319460207462694;0.215996416005131;0.0334990471962807;0.136632168137041;0.195556823286637;0.255320861556951;0.328869556881137;0.432856810990934;0.786888502368326;0.420404777383622;0.162430632449697
298126;0.509876836811237;0.522509831318296;0.28804501439765;0.0118889763937894;0.953374918011413;0.0813356659714692;0.0594275839753571;0.0395553399617055;0.239152314461842;0.0481939762415815;0.198679410380933;0.339340222746884;0.36931738798655;0.410823780206889;0.549261404493069;0.651676623289006;0.327651610081097;0.777639494263268
164208;0.298894737738643;0.112385346653002;0.201127958073818;0.0819363225272812;0.628822590211499;0.0261734573713264;0.109887522986495;0.0579346856759263;0.14946114934483;0.0192706095975803;0.162024427678288;0.243707551592748;0.334140973882152;0.332717994465656;0.657119560441411;0.4014586599384;0.721464321150026;0.378324616384481
175723;0.569787938151702;0.266192131562909;0.300700063376072;0.0111810646038854;0.776918498376425;0.0175826266441282;0.0363902654848035;0.0247023214783863;0.181043943153168;0.0207947306156112;0.345758688692356;0.429988784463291;0.396983068250688;0.473642692186981;0.608731282826677;0.337863510706745;0.664592816684641;0.130315628031852
160123;0.590901891697828;0.297863906631603;0.323354112440657;0.0122130883331075;0.808652949043728;0.0290938020471641;0.0135879563543328;0.0112222194326001;0.301677365066271;0.0718910281074951;0.242829385714527;0.396203059009678;0.405620736891076;0.454006909967224;0.599640868826572;0.246231688086536;0.541546555814643;0.497730388864424
86199;0.446735107662803;0.377972556256797;0.249106934912877;0.0264549583960386;0.817519875892936;0.0021638198449865;0.0240318780231302;0.0171237216978717;0.19173566070143;0.0197404396911566;0.197800347735514;0.257891104377168;0.354428027694365;0.468018568379272;0.541042640642776;0.0420501327387608;0.223874745240127;0.385444295015025
197817;0.424871679311754;0.144336159077858;0.294056749080666;0.0129469913952578;0.665247358922704;0.047143348819758;0.0972845524316063;0.0625276702751559;0.171408950130711;0.0190416228891935;0.196052849407226;0.220658537978483;0.232376462284918;0.284603656866326;0.546454808751667;0.422544760730182;0.190620160118306;0.314895406667688
391293;0.0305327337998935;0.0246184539228789;0.289676386660631;0.0115674681639251;0.5758651647842;0.0265543456010267;0.197966987485178;0.127923073312717;0.215011215043121;0.0306867071665848;0.250917101459439;0.269292860336165;0.355236974749324;0.409030616547905;0.62093613533536;0.823968189348435;0.0882287236450436;0.448486543166673
354900;0.193300321845082;0.149062896873742;0.273276232427192;0.0191428171546091;0.807700786547139;0.0548079382551298;0.119651157330883;0.153412272501675;0.344267843604395;0.0746268229226444;0.165547887864879;0.125891930503266;0.182375029810111;0.30109004689349;0.444876819009186;0.776444540519005;0.25304727330499;0.382472552064872
20151;0.0255429705219212;0.0444585478102961;0.34263556368014;0.0058563467279469;0.678386611625225;0.006082242682914;0.0970954813067949;0.0520383488502218;0.192236255864096;0.0217529125402133;0.30057330135534;0.343122284680047;0.375685127407759;0.377132042929174;0.616617664803227;0.213254905092684;0.866167556301309;0.357951833816025
179502;0.0121476610139172;0.0378658752330914;0.364549424635055;0.0094205067108068;0.635642855643486;0.0082250629207308;0.115070470436146;0.0805535318064123;0.188366182527727;0.0133630679231077;0.271456756548318;0.418252894789671;0.64537623187958;0.726691710818289;0.877250411935561;0.430022039594732;0.187458859417439;0.386275364044632
355770;0.0431926463113208;0.039042741415578;0.307589831335697;0.0057326072375952;0.632143157652845;0.0051233781670657;0.0558460712995247;0.0599309101779733;0.410502760891446;0.145907022893336;0.569854330393265;0.461790114482892;0.475889365128712;0.570114930845;0.740608219443757;0.801738192774982;0.533144796528843;0.559531275114839
